t (us),volts
45.2592,0.07975
45.26,0.0634375
45.2608,0.05709375
45.2616,0.068875
45.2624,0.05890625
45.2632,0.08790625
45.264,0.0598125
45.2648,0.07975
45.2656,0.06253125
45.2664,0.0888125
45.2672,0.06796875
45.268,0.0815625
45.2688,0.07975
45.2696,0.08246875
45.2704,0.07884375
45.2712,0.07340625
45.272,0.06434375
45.2728,0.09696875
45.2736,0.06796875
45.2744,0.0851875
45.2752,0.09515625
45.276,0.1042187
45.2768,0.087
45.2776,0.09153125
45.2784,0.0670625
45.2792,0.05890625
45.28,0.0725
45.2808,0.06978125
45.2816,0.03715625
45.2824,0.05165625
45.2832,0.05528125
45.284,0.0561875
45.2848,0.03625
45.2856,0.04984375
45.2864,0.061625
45.2872,0.083375
45.288,0.08609375
45.2888,0.058
45.2896,0.0706875
45.2904,0.0598125
45.2912,0.054375
45.292,0.0453125
45.2928,0.0525625
45.2936,0.0271875
45.2944,0.0435
45.2952,0.03171875
45.296,0.0453125
45.2968,0.08428125
45.2976,0.07975
45.2984,0.061625
45.2992,0.0598125
45.3,0.06615625
45.3008,0.05709375
45.3016,0.05165625
45.3024,0.08428125
45.3032,0.04803125
45.304,0.054375
45.3048,0.0670625
45.3056,0.07159375
45.3064,0.06525
45.3072,0.08609375
45.308,0.06071875
45.3088,0.06253125
45.3096,0.05075
45.3104,0.076125
45.3112,0.083375
45.312,0.05890625
45.3128,0.0888125
45.3136,0.09153125
45.3144,0.08790625
45.3152,0.08971875
45.316,0.08790625
45.3168,0.0725
45.3176,0.06071875
45.3184,0.054375
45.3192,0.0598125
45.32,0.061625
45.3208,0.04803125
45.3216,0.0435
45.3224,0.03353125
45.3232,0.058
45.324,0.06253125
45.3248,0.06253125
45.3256,0.06796875
45.3264,0.0634375
45.3272,0.08971875
45.328,0.08246875
45.3288,0.08065625
45.3296,0.06615625
45.3304,0.08971875
45.3312,0.083375
45.332,0.076125
45.3328,0.0960625
45.3336,0.076125
45.3344,0.047125
45.3352,0.076125
45.336,0.068875
45.3368,0.0779375
45.3376,0.06434375
45.3384,0.0525625
45.3392,0.05528125
45.34,0.06615625
45.3408,0.06796875
45.3416,0.0670625
45.3424,0.06434375
45.3432,0.1033125
45.344,0.06434375
45.3448,0.07975
45.3456,0.07975
45.3464,0.0743125
45.3472,0.1005938
45.348,0.058
45.3488,0.08609375
45.3496,0.0851875
45.3504,0.0743125
45.3512,0.0888125
45.352,0.097875
45.3528,0.1078438
45.3536,0.08246875
45.3544,0.0779375
45.3552,0.08609375
45.356,0.06796875
45.3568,0.04259375
45.3576,0.061625
45.3584,0.04984375
45.3592,0.04984375
45.36,0.068875
45.3608,0.06796875
45.3616,0.06796875
45.3624,0.05709375
45.3632,0.039875
45.364,0.05346875
45.3648,0.047125
45.3656,0.07521875
45.3664,0.04803125
45.3672,0.0670625
45.368,0.06253125
45.3688,0.06253125
45.3696,0.09153125
45.3704,0.068875
45.3712,0.07159375
45.372,0.06525
45.3728,0.08065625
45.3736,0.068875
45.3744,0.06525
45.3752,0.04621875
45.376,0.047125
45.3768,0.03896875
45.3776,0.0380625
45.3784,0.054375
45.3792,0.01903125
45.38,0.0416875
45.3808,0.0145
45.3816,0.04078125
45.3824,0.05075
45.3832,0.0416875
45.384,0.06434375
45.3848,0.058
45.3856,0.0960625
45.3864,0.076125
45.3872,0.083375
45.388,0.0815625
45.3888,0.08790625
45.3896,0.06615625
45.3904,0.0725
45.3912,0.0634375
45.392,0.05890625
45.3928,0.0743125
45.3936,0.0815625
45.3944,0.08246875
45.3952,0.08065625
45.396,0.0706875
45.3968,0.076125
45.3976,0.0670625
45.3984,0.0670625
45.3992,0.0489375
45.4,0.0779375
45.4008,0.0561875
45.4016,0.0489375
45.4024,0.05165625
45.4032,0.0634375
45.404,0.0489375
45.4048,0.0435
45.4056,0.054375
45.4064,0.06978125
45.4072,0.06615625
45.408,0.068875
45.4088,0.058
45.4096,0.068875
45.4104,0.04984375
45.4112,0.0598125
45.412,0.07159375
45.4128,0.0561875
45.4136,0.0416875
45.4144,0.0489375
45.4152,0.0435
45.416,0.04803125
45.4168,0.0670625
45.4176,0.06978125
45.4184,0.08065625
45.4192,0.0851875
45.42,0.06525
45.4208,0.08428125
45.4216,0.07884375
45.4224,0.06525
45.4232,0.06434375
45.424,0.0815625
45.4248,0.0271875
45.4256,0.05165625
45.4264,0.0380625
45.4272,0.04984375
45.428,0.07884375
45.4288,0.04984375
45.4296,0.0634375
45.4304,0.09334375
45.4312,0.08609375
45.432,0.083375
45.4328,0.02990625
45.4336,0.04259375
45.4344,0.047125
45.4352,0.03534375
45.436,0.04803125
45.4368,0.05709375
45.4376,0.05346875
45.4384,0.0706875
45.4392,0.068875
45.44,0.05528125
45.4408,0.08428125
45.4416,0.08609375
45.4424,0.061625
45.4432,0.08609375
45.444,0.06796875
45.4448,0.06071875
45.4456,0.03534375
45.4464,0.05165625
45.4472,0.0561875
45.448,0.07703125
45.4488,0.083375
45.4496,0.097875
45.4504,0.06525
45.4512,0.0815625
45.452,0.0725
45.4528,0.06071875
45.4536,0.04984375
45.4544,0.06978125
45.4552,0.068875
45.456,0.06071875
45.4568,0.0725
45.4576,0.05165625
45.4584,0.07884375
45.4592,0.08428125
45.46,0.0489375
45.4608,0.076125
45.4616,0.076125
45.4624,0.06615625
45.4632,0.06978125
45.464,0.0344375
45.4648,0.0525625
45.4656,0.029
45.4664,0.0271875
45.4672,0.04078125
45.468,0.025375
45.4688,0.03715625
45.4696,0.05528125
45.4704,0.02175
45.4712,0.083375
45.472,0.0435
45.4728,0.04440625
45.4736,0.06615625
45.4744,0.04259375
45.4752,0.0435
45.476,0.04259375
45.4768,0.047125
45.4776,0.06071875
45.4784,0.0561875
45.4792,0.06796875
45.48,0.07159375
45.4808,0.07340625
45.4816,0.07340625
45.4824,0.07159375
45.4832,0.06615625
45.484,0.0888125
45.4848,0.0779375
45.4856,0.0670625
45.4864,0.05075
45.4872,0.05075
45.488,0.09153125
45.4888,0.07703125
45.4896,0.076125
45.4904,0.06434375
45.4912,0.06253125
45.492,0.07521875
45.4928,0.06525
45.4936,0.08246875
45.4944,0.08609375
45.4952,0.06796875
45.496,0.090625
45.4968,0.09334375
45.4976,0.09696875
45.4984,0.07703125
45.4992,0.06615625
45.5,0.06253125
45.5008,0.08609375
45.5016,0.0743125
45.5024,0.06978125
45.5032,0.05346875
45.504,0.0435
45.5048,0.054375
45.5056,0.06978125
45.5064,0.05346875
45.5072,0.06525
45.508,0.061625
45.5088,0.08790625
45.5096,0.06525
45.5104,0.05528125
45.5112,0.0670625
45.512,0.0670625
45.5128,0.06525
45.5136,0.06071875
45.5144,0.08246875
45.5152,0.076125
45.516,0.06071875
45.5168,0.07884375
45.5176,0.03896875
45.5184,0.0525625
45.5192,0.068875
45.52,0.06615625
45.5208,0.06525
45.5216,0.07159375
45.5224,0.0670625
45.5232,0.0634375
45.524,0.061625
45.5248,0.0435
45.5256,0.05709375
45.5264,0.04440625
45.5272,0.0525625
45.528,0.0489375
45.5288,0.07159375
45.5296,0.03353125
45.5304,0.06071875
45.5312,0.0706875
45.532,0.0525625
45.5328,0.0380625
45.5336,0.05075
45.5344,0.05165625
45.5352,0.03353125
45.536,0.03353125
45.5368,0.04440625
45.5376,0.0435
45.5384,0.02809375
45.5392,0.0235625
45.54,0.0453125
45.5408,0.04078125
45.5416,0.06978125
45.5424,0.076125
45.5432,0.087
45.544,0.07975
45.5448,0.0634375
45.5456,0.06796875
45.5464,0.0525625
45.5472,0.08790625
45.548,0.09153125
45.5488,0.06253125
45.5496,0.09153125
45.5504,0.07884375
45.5512,0.06796875
45.552,0.07521875
45.5528,0.08971875
45.5536,0.0815625
45.5544,0.07703125
45.5552,0.05528125
45.556,0.0851875
45.5568,0.0743125
45.5576,0.07340625
45.5584,0.04621875
45.5592,0.0598125
45.56,0.054375
45.5608,0.06615625
45.5616,0.06071875
45.5624,0.0815625
45.5632,0.0725
45.564,0.1096563
45.5648,0.0706875
45.5656,0.08246875
45.5664,0.1005938
45.5672,0.08609375
45.568,0.0725
45.5688,0.0743125
45.5696,0.0525625
45.5704,0.05165625
45.5712,0.04078125
45.572,0.05890625
45.5728,0.0561875
45.5736,0.0308125
45.5744,0.0489375
45.5752,0.04984375
45.576,0.0706875
45.5768,0.0670625
45.5776,0.0706875
45.5784,0.076125
45.5792,0.09425
45.58,0.0706875
45.5808,0.0489375
45.5816,0.07340625
45.5824,0.07975
45.5832,0.05890625
45.584,0.07703125
45.5848,0.07340625
45.5856,0.0743125
45.5864,0.07703125
45.5872,0.0598125
45.588,0.04440625
45.5888,0.04984375
45.5896,0.05528125
45.5904,0.0525625
45.5912,0.054375
45.592,0.06525
45.5928,0.04621875
45.5936,0.0380625
45.5944,0.06071875
45.5952,0.06525
45.596,0.0561875
45.5968,0.054375
45.5976,0.04621875
45.5984,0.02990625
45.5992,0.0561875
45.6,0.0725
45.6008,0.03171875
45.6016,0.061625
45.6024,0.01721875
45.6032,0.0598125
45.604,0.04259375
45.6048,0.068875
45.6056,0.058
45.6064,0.032625
45.6072,0.06796875
45.608,0.061625
45.6088,0.06525
45.6096,0.08790625
45.6104,0.08065625
45.6112,0.058
45.612,0.054375
45.6128,0.0598125
45.6136,0.0525625
45.6144,0.03715625
45.6152,0.0344375
45.616,0.02265625
45.6168,0.05890625
45.6176,0.06615625
45.6184,0.0489375
45.6192,0.04440625
45.62,0.054375
45.6208,0.0271875
45.6216,0.00815625
45.6224,0.05709375
45.6232,0.05165625
45.624,0.0598125
45.6248,0.08246875
45.6256,0.06978125
45.6264,0.1060313
45.6272,0.0924375
45.628,0.068875
45.6288,0.105125
45.6296,0.0815625
45.6304,0.07521875
45.6312,0.06434375
45.632,0.058
45.6328,0.0706875
45.6336,0.0706875
45.6344,0.0851875
45.6352,0.061625
45.636,0.03625
45.6368,0.04984375
45.6376,0.0435
45.6384,0.06525
45.6392,0.03896875
45.64,0.06434375
45.6408,0.07521875
45.6416,0.083375
45.6424,0.07340625
45.6432,0.06071875
45.644,0.0725
45.6448,0.04621875
45.6456,0.0634375
45.6464,0.05075
45.6472,0.0924375
45.648,0.07975
45.6488,0.068875
45.6496,0.06525
45.6504,0.06615625
45.6512,0.05075
45.652,0.0561875
45.6528,0.0380625
45.6536,0.02628125
45.6544,0.0706875
45.6552,0.0453125
45.656,0.047125
45.6568,0.05346875
45.6576,0.05346875
45.6584,0.06615625
45.6592,0.0561875
45.66,0.061625
45.6608,0.0453125
45.6616,0.05346875
45.6624,0.032625
45.6632,0.04440625
45.664,0.04259375
45.6648,0.05346875
45.6656,0.04078125
45.6664,0.06253125
45.6672,0.06253125
45.668,0.090625
45.6688,0.0924375
45.6696,0.09425
45.6704,0.061625
45.6712,0.05165625
45.672,0.07159375
45.6728,0.0561875
45.6736,0.05165625
45.6744,0.05709375
45.6752,0.06525
45.676,0.06071875
45.6768,0.068875
45.6776,0.068875
45.6784,0.04984375
45.6792,0.054375
45.68,0.076125
45.6808,0.04440625
45.6816,0.090625
45.6824,0.076125
45.6832,0.0344375
45.684,0.06434375
45.6848,0.05528125
45.6856,0.04621875
45.6864,0.05528125
45.6872,0.0598125
45.688,0.06796875
45.6888,0.0706875
45.6896,0.047125
45.6904,0.0634375
45.6912,0.061625
45.692,0.07159375
45.6928,0.087
45.6936,0.0743125
45.6944,0.09515625
45.6952,0.09425
45.696,0.0779375
45.6968,0.0598125
45.6976,0.0888125
45.6984,0.04984375
45.6992,0.058
45.7,0.06434375
45.7008,0.05165625
45.7016,0.03896875
45.7024,0.0489375
45.7032,0.058
45.704,0.03625
45.7048,0.04621875
45.7056,0.04984375
45.7064,0.06253125
45.7072,0.04803125
45.708,0.07340625
45.7088,0.0725
45.7096,0.0779375
45.7104,0.05075
45.7112,0.06071875
45.712,0.0598125
45.7128,0.047125
45.7136,0.04440625
45.7144,0.054375
45.7152,0.04803125
45.716,0.05346875
45.7168,0.08609375
45.7176,0.08790625
45.7184,0.09878125
45.7192,0.07159375
45.72,0.0743125
45.7208,0.04803125
45.7216,0.0561875
45.7224,0.05165625
45.7232,0.04803125
45.724,0.05075
45.7248,0.07340625
45.7256,0.08971875
45.7264,0.06434375
45.7272,0.08246875
45.728,0.1005938
45.7288,0.0888125
45.7296,0.087
45.7304,0.047125
45.7312,0.07703125
45.732,0.0435
45.7328,0.0743125
45.7336,0.03715625
45.7344,0.04984375
45.7352,0.06071875
45.736,0.0598125
45.7368,0.047125
45.7376,0.04440625
45.7384,0.058
45.7392,0.0815625
45.74,0.04259375
45.7408,0.06071875
45.7416,0.06525
45.7424,0.07340625
45.7432,0.0815625
45.744,0.08609375
45.7448,0.1078438
45.7456,0.06796875
45.7464,0.07975
45.7472,0.076125
45.748,0.06978125
45.7488,0.0670625
45.7496,0.0525625
45.7504,0.061625
45.7512,0.07975
45.752,0.0598125
45.7528,0.0634375
45.7536,0.04621875
45.7544,0.03625
45.7552,0.04440625
45.756,0.0199375
45.7568,0.0561875
45.7576,0.0453125
45.7584,0.04984375
45.7592,0.0670625
45.76,0.08246875
45.7608,0.07975
45.7616,0.05528125
45.7624,0.05709375
45.7632,0.068875
45.764,0.04078125
45.7648,0.05528125
45.7656,0.0725
45.7664,0.06434375
45.7672,0.0199375
45.768,0.05890625
45.7688,0.05528125
45.7696,0.09425
45.7704,0.06525
45.7712,0.0706875
45.772,0.07521875
45.7728,0.0598125
45.7736,0.0670625
45.7744,0.04803125
45.7752,0.06615625
45.776,0.06434375
45.7768,0.068875
45.7776,0.07975
45.7784,0.083375
45.7792,0.08065625
45.78,0.083375
45.7808,0.083375
45.7816,0.0380625
45.7824,0.0634375
45.7832,0.087
45.784,0.07159375
45.7848,0.06434375
45.7856,0.08246875
45.7864,0.0996875
45.7872,0.06525
45.788,0.0634375
45.7888,0.06525
45.7896,0.06525
45.7904,0.04984375
45.7912,0.06615625
45.792,0.09515625
45.7928,0.0670625
45.7936,0.08246875
45.7944,0.0743125
45.7952,0.07340625
45.796,0.090625
45.7968,0.083375
45.7976,0.08065625
45.7984,0.07521875
45.7992,0.07703125
45.8,0.08971875
45.8008,0.09425
45.8016,0.1069375
45.8024,0.07703125
45.8032,0.0960625
45.804,0.09425
45.8048,0.087
45.8056,0.09696875
45.8064,0.09696875
45.8072,0.08065625
45.808,0.09515625
45.8088,0.08246875
45.8096,0.08971875
45.8104,0.1078438
45.8112,0.06525
45.812,0.058
45.8128,0.06071875
45.8136,0.03171875
45.8144,0.05528125
45.8152,0.05528125
45.816,0.0815625
45.8168,0.07884375
45.8176,0.0815625
45.8184,0.07521875
45.8192,0.07521875
45.82,0.0725
45.8208,0.0996875
45.8216,0.06525
45.8224,0.0743125
45.8232,0.07521875
45.824,0.0634375
45.8248,0.07884375
45.8256,0.0851875
45.8264,0.08428125
45.8272,0.0851875
45.828,0.1015
45.8288,0.1033125
45.8296,0.07703125
45.8304,0.08609375
45.8312,0.0924375
45.832,0.0996875
45.8328,0.08428125
45.8336,0.09334375
45.8344,0.07975
45.8352,0.09878125
45.836,0.08971875
45.8368,0.0779375
45.8376,0.07975
45.8384,0.0743125
45.8392,0.07521875
45.84,0.097875
45.8408,0.0851875
45.8416,0.0851875
45.8424,0.105125
45.8432,0.1015
45.844,0.105125
45.8448,0.09878125
45.8456,0.09696875
45.8464,0.09153125
45.8472,0.1069375
45.848,0.0851875
45.8488,0.090625
45.8496,0.07521875
45.8504,0.06978125
45.8512,0.0888125
45.852,0.08971875
45.8528,0.1105625
45.8536,0.090625
45.8544,0.083375
45.8552,0.097875
45.856,0.1141875
45.8568,0.08428125
45.8576,0.1060313
45.8584,0.1187188
45.8592,0.1404688
45.86,0.1305
45.8608,0.08065625
45.8616,0.06253125
45.8624,0.07975
45.8632,0.1015
45.864,0.07884375
45.8648,0.0815625
45.8656,0.08065625
45.8664,0.06525
45.8672,0.05346875
45.868,0.0743125
45.8688,0.08609375
45.8696,0.0743125
45.8704,0.0743125
45.8712,0.090625
45.872,0.07703125
45.8728,0.10875
45.8736,0.1178125
45.8744,0.0996875
45.8752,0.07521875
45.876,0.0851875
45.8768,0.0743125
45.8776,0.08790625
45.8784,0.07703125
45.8792,0.07521875
45.88,0.06071875
45.8808,0.058
45.8816,0.06525
45.8824,0.07975
45.8832,0.07884375
45.884,0.0634375
45.8848,0.08065625
45.8856,0.07521875
45.8864,0.068875
45.8872,0.07703125
45.888,0.0489375
45.8888,0.06434375
45.8896,0.05890625
45.8904,0.0634375
45.8912,0.06796875
45.892,0.07159375
45.8928,0.06253125
45.8936,0.083375
45.8944,0.06978125
45.8952,0.087
45.896,0.08065625
45.8968,0.0960625
45.8976,0.09334375
45.8984,0.0996875
45.8992,0.08065625
45.9,0.08790625
45.9008,0.05890625
45.9016,0.0670625
45.9024,0.06253125
45.9032,0.0743125
45.904,0.061625
45.9048,0.05075
45.9056,0.06615625
45.9064,0.05709375
45.9072,0.068875
45.908,0.0670625
45.9088,0.07703125
45.9096,0.061625
45.9104,0.0489375
45.9112,0.04621875
45.912,0.0380625
45.9128,0.029
45.9136,0.018125
45.9144,0.03534375
45.9152,0.01903125
45.916,0.02990625
45.9168,0.02446875
45.9176,0.00996875
45.9184,0.0235625
45.9192,0.01540625
45.92,0.010875
45.9208,0.01721875
45.9216,0.0235625
45.9224,0.0126875
45.9232,0.032625
45.924,0.018125
45.9248,0.00453125
45.9256,0.0416875
45.9264,0.02446875
45.9272,0.0199375
45.928,0.00725
45.9288,-0.00453125
45.9296,-0.00725
45.9304,0.032625
45.9312,0.0054375
45.932,0.04984375
45.9328,0.0199375
45.9336,0.03715625
45.9344,0.0235625
45.9352,0.0271875
45.936,0.04440625
45.9368,0.0308125
45.9376,0.03534375
45.9384,0.01178125
45.9392,0.00453125
45.94,0.0090625
45.9408,0.00634375
45.9416,0.0145
45.9424,0.01903125
45.9432,0.00725
45.944,0.02628125
45.9448,0.0163125
45.9456,0.02265625
45.9464,0.03896875
45.9472,-0.0126875
45.948,0.03715625
45.9488,0.0090625
45.9496,0.0145
45.9504,0.01903125
45.9512,0.01540625
45.952,0.0126875
45.9528,0.03534375
45.9536,0.00996875
45.9544,0
45.9552,0.0308125
45.956,0.0525625
45.9568,0.04078125
45.9576,0.02809375
45.9584,0.054375
45.9592,0.0598125
45.96,0.04984375
45.9608,0.039875
45.9616,0.0525625
45.9624,0.05165625
45.9632,0.058
45.964,0.0743125
45.9648,0.06615625
45.9656,0.07703125
45.9664,0.0815625
45.9672,0.0888125
45.968,0.090625
45.9688,0.1015
45.9696,0.0779375
45.9704,0.1105625
45.9712,0.08065625
45.972,0.0725
45.9728,0.083375
45.9736,0.06796875
45.9744,0.0779375
45.9752,0.0725
45.976,0.105125
45.9768,0.119625
45.9776,0.134125
45.9784,0.1431875
45.9792,0.1721875
45.98,0.1368438
45.9808,0.1395625
45.9816,0.15225
45.9824,0.1567813
45.9832,0.1549688
45.984,0.177625
45.9848,0.1912188
45.9856,0.1894062
45.9864,0.1948438
45.9872,0.2039063
45.988,0.16675
45.9888,0.2011875
45.9896,0.1912188
45.9904,0.199375
45.9912,0.2020938
45.992,0.1730938
45.9928,0.2156875
45.9936,0.1975625
45.9944,0.2310938
45.9952,0.2165938
45.996,0.2220313
45.9968,0.2365312
45.9976,0.2265625
45.9984,0.2256563
45.9992,0.2111563
46,0.2519375
46.0008,0.2483125
46.0016,0.271875
46.0024,0.25375
46.0032,0.2664375
46.004,0.2374375
46.0048,0.2818438
46.0056,0.2854687
46.0064,0.3045
46.0072,0.2764063
46.008,0.2619063
46.0088,0.2999688
46.0096,0.3144688
46.0104,0.3452813
46.0112,0.3280625
46.012,0.31175
46.0128,0.3289688
46.0136,0.322625
46.0144,0.3144688
46.0152,0.3380313
46.016,0.3670313
46.0168,0.3606875
46.0176,0.3896875
46.0184,0.41325
46.0192,0.3969375
46.02,0.4259375
46.0208,0.4322813
46.0216,0.4585625
46.0224,0.4775938
46.0232,0.50025
46.024,0.5156563
46.0248,0.5238125
46.0256,0.5537188
46.0264,0.5781875
46.0272,0.590875
46.028,0.5935938
46.0288,0.6253125
46.0296,0.6615625
46.0304,0.7168438
46.0312,0.7050625
46.032,0.7549063
46.0328,0.7594375
46.0336,0.7703125
46.0344,0.8319375
46.0352,0.87
46.036,0.8899375
46.0368,0.9162188
46.0376,0.9370625
46.0384,0.9696875
46.0392,0.9769375
46.04,1.005938
46.0408,1.024969
46.0416,1.066656
46.0424,1.099281
46.0432,1.144594
46.044,1.16725
46.0448,1.21075
46.0456,1.216187
46.0464,1.252438
46.0472,1.304094
46.048,1.316781
46.0488,1.329469
46.0496,1.373875
46.0504,1.408313
46.0512,1.422813
46.052,1.425531
46.0528,1.455438
46.0536,1.483531
46.0544,1.499844
46.0552,1.502563
46.056,1.507094
46.0568,1.535188
46.0576,1.517969
46.0584,1.524313
46.0592,1.527938
46.06,1.480813
46.0608,1.475375
46.0616,1.478094
46.0624,1.469031
46.0632,1.476281
46.064,1.484438
46.0648,1.488969
46.0656,1.496219
46.0664,1.465406
46.0672,1.4645
46.068,1.440937
46.0688,1.411938
46.0696,1.402875
46.0704,1.368437
46.0712,1.346688
46.072,1.3195
46.0728,1.306813
46.0736,1.237031
46.0744,1.189906
46.0752,1.189906
46.076,1.127375
46.0768,1.077531
46.0776,1.024063
46.0784,0.9660625
46.0792,0.9270938
46.08,0.8690937
46.0808,0.8246875
46.0816,0.7666875
46.0824,0.7041563
46.0832,0.6515938
46.084,0.5464688
46.0848,0.4920938
46.0856,0.4504063
46.0864,0.3688438
46.0872,0.3162813
46.088,0.1885
46.0888,0.1540625
46.0896,0.0960625
46.0904,-0.0054375
46.0912,-0.0815625
46.092,-0.1803437
46.0928,-0.2818438
46.0936,-0.3643125
46.0944,-0.4585625
46.0952,-0.5310625
46.096,-0.6153438
46.0968,-0.696
46.0976,-0.7639688
46.0984,-0.8092813
46.0992,-0.9524688
46.1,-0.9869063
46.1008,-1.107438
46.1016,-1.184469
46.1024,-1.245188
46.1032,-1.361187
46.104,-1.44275
46.1048,-1.496219
46.1056,-1.578688
46.1064,-1.663875
46.1072,-1.744531
46.108,-1.838781
46.1088,-1.923063
46.1096,-2.002813
46.1104,-2.098875
46.1112,-2.187688
46.112,-2.246594
46.1128,-2.329969
46.1136,-2.404281
46.1144,-2.468625
46.1152,-2.538406
46.116,-2.636281
46.1168,-2.698813
46.1176,-2.746844
46.1184,-2.816625
46.1192,-2.870094
46.12,-2.916313
46.1208,-2.983375
46.1216,-3.054969
46.1224,-3.106625
46.1232,-3.157375
46.124,-3.227156
46.1248,-3.264312
46.1256,-3.326844
46.1264,-3.352219
46.1272,-3.40025
46.128,-3.431969
46.1288,-3.528031
46.1296,-3.557937
46.1304,-3.586938
46.1312,-3.628625
46.132,-3.644938
46.1328,-3.678469
46.1336,-3.745531
46.1344,-3.7555
46.1352,-3.753688
46.136,-3.799
46.1368,-3.797188
46.1376,-3.811688
46.1384,-3.80625
46.1392,-3.859719
46.14,-3.862438
46.1408,-3.887813
46.1416,-3.89325
46.1424,-3.897781
46.1432,-3.911375
46.144,-3.905031
46.1448,-3.897781
46.1456,-3.913188
46.1464,-3.869688
46.1472,-3.902313
46.148,-3.855187
46.1488,-3.870594
46.1496,-3.846125
46.1504,-3.828906
46.1512,-3.838875
46.152,-3.812594
46.1528,-3.796281
46.1536,-3.7555
46.1544,-3.769094
46.1552,-3.732844
46.156,-3.6975
46.1568,-3.681188
46.1576,-3.645844
46.1584,-3.633156
46.1592,-3.565188
46.16,-3.534375
46.1608,-3.507188
46.1616,-3.476375
46.1624,-3.430156
46.1632,-3.411125
46.164,-3.363094
46.1648,-3.302375
46.1656,-3.259781
46.1664,-3.218094
46.1672,-3.158281
46.168,-3.087594
46.1688,-3.049531
46.1696,-2.991531
46.1704,-2.928094
46.1712,-2.8855
46.172,-2.844719
46.1728,-2.767688
46.1736,-2.736875
46.1744,-2.659844
46.1752,-2.61725
46.176,-2.546563
46.1768,-2.458656
46.1776,-2.420594
46.1784,-2.372562
46.1792,-2.281031
46.18,-2.181344
46.1808,-2.139656
46.1816,-2.045406
46.1824,-2.010063
46.1832,-1.911281
46.184,-1.849656
46.1848,-1.763563
46.1856,-1.673844
46.1864,-1.624906
46.1872,-1.546969
46.188,-1.476281
46.1888,-1.417375
46.1896,-1.356656
46.1904,-1.288687
46.1912,-1.236125
46.192,-1.140062
46.1928,-1.099281
46.1936,-0.9941563
46.1944,-0.928
46.1952,-0.859125
46.196,-0.7675938
46.1968,-0.6724375
46.1976,-0.6153438
46.1984,-0.5192813
46.1992,-0.4322813
46.2,-0.337125
46.2008,-0.2582813
46.2016,-0.1939375
46.2024,-0.1105625
46.2032,-0.01903125
46.204,0.06525
46.2048,0.1749063
46.2056,0.2700625
46.2064,0.358875
46.2072,0.4431563
46.208,0.5319687
46.2088,0.605375
46.2096,0.7095938
46.2104,0.7784688
46.2112,0.873625
46.212,0.9633438
46.2128,1.041281
46.2136,1.165438
46.2144,1.255156
46.2152,1.371156
46.216,1.4935
46.2168,1.555125
46.2176,1.685625
46.2184,1.781688
46.2192,1.880469
46.22,2.009156
46.2208,2.123344
46.2216,2.241156
46.2224,2.374375
46.2232,2.48675
46.224,2.635375
46.2248,2.804844
46.2256,2.939875
46.2264,3.151938
46.2272,3.306906
46.228,3.547063
46.2288,3.760938
46.2296,4.012875
46.2304,4.314656
46.2312,4.594688
46.232,4.923656
46.2328,5.348688
46.2336,5.766469
46.2344,6.282125
46.2352,6.888406
46.236,7.540906
46.2368,8.314844
46.2376,9.180313
46.2384,10.08113
46.2392,11.14688
46.24,12.29691
46.2408,13.47141
46.2416,14.59516
46.2424,15.71166
46.2432,16.72213
46.244,17.48791
46.2448,18.10053
46.2456,18.46394
46.2464,18.65334
46.2472,18.62978
46.248,18.46847
46.2488,18.18391
46.2496,17.78606
46.2504,17.42356
46.2512,17.03025
46.252,16.62153
46.2528,16.18563
46.2536,15.76513
46.2544,15.30384
46.2552,14.83259
46.256,14.33869
46.2568,13.77681
46.2576,13.26659
46.2584,12.75638
46.2592,12.21534
46.26,11.7305
46.2608,11.22844
46.2616,10.759
46.2624,10.324
46.2632,9.865438
46.264,9.473937
46.2648,9.092406
46.2656,8.667375
46.2664,8.239625
46.2672,7.841781
46.268,7.397719
46.2688,6.957281
46.2696,6.515938
46.2704,6.071875
46.2712,5.632344
46.272,5.166531
46.2728,4.753281
46.2736,4.301969
46.2744,3.905938
46.2752,3.51625
46.276,3.1465
46.2768,2.765875
46.2776,2.432375
46.2784,2.130594
46.2792,1.793469
46.28,1.465406
46.2808,1.127375
46.2816,0.8364688
46.2824,0.5283438
46.2832,0.2347188
46.284,-0.0453125
46.2848,-0.3398437
46.2856,-0.5990313
46.2864,-0.8355625
46.2872,-1.089313
46.288,-1.315875
46.2888,-1.536094
46.2896,-1.724594
46.2904,-1.947531
46.2912,-2.187688
46.292,-2.438719
46.2928,-2.630844
46.2936,-2.871906
46.2944,-3.056781
46.2952,-3.300563
46.296,-3.518063
46.2968,-3.711094
46.2976,-3.8715
46.2984,-4.080844
46.2992,-4.240344
46.3,-4.412531
46.3008,-4.594688
46.3016,-4.756
46.3024,-4.936344
46.3032,-5.06775
46.304,-5.186469
46.3048,-5.313344
46.3056,-5.440219
46.3064,-5.571625
46.3072,-5.703031
46.308,-5.862531
46.3088,-5.980344
46.3096,-6.128969
46.3104,-6.257656
46.3112,-6.43075
46.312,-6.51775
46.3128,-6.613813
46.3136,-6.731625
46.3144,-6.840375
46.3152,-6.924656
46.316,-7.036125
46.3168,-7.08325
46.3176,-7.168438
46.3184,-7.221
46.3192,-7.288063
46.32,-7.342437
46.3208,-7.357844
46.3216,-7.414938
46.3224,-7.465688
46.3232,-7.495594
46.324,-7.524594
