1,25,10
2,26,10
3,26,10
4,26,10
5,27,10
6,27,10
7,28,10
8,28,10
9,28,10
10,29,10
11,29,10
12,29,10
13,29,10
14,29,10
15,29,10
16,29,10
17,29,10
18,29,10
19,29,10
20,29,10
21,29,15
22,29,15
23,29,15
24,29,15
25,28,15
26,28,15
27,27,15
28,27,15
29,27,15
30,27,15
31,27,15
32,27,15
33,27,15
34,28,15
35,28,15
36,28,15
37,28,15
38,28,15
39,28,15
40,28,15
41,28,18
42,29,18
43,29,18
44,29,18
45,29,18
46,29,18
47,29,18
48,29,18
49,29,18
50,29,18
51,29,18
52,29,18
53,29,18
54,29,18
55,29,18
56,29,18
57,29,18
58,30,18
59,30,18
60,30,18
61,31,35
62,32,35
63,32,35
64,33,35
65,34,35
66,34,35
67,35,35
68,35,35
69,35,35
70,35,35
71,35,35
72,35,35
73,34,35
74,34,35
75,33,35
76,32,35
77,32,35
78,32,35
79,32,35
80,32,35
81,32,35
82,33,35
83,34,35
84,35,35
85,37,35
86,38,45
87,40,45
88,41,45
89,42,45
90,43,45
91,44,45
92,44,45
93,44,45
94,45,45
95,44,45
96,44,45
97,43,45
98,42,45
99,41,45
100,40,45
101,38,45
102,37,45
103,35,45
104,33,45
105,32,45
106,31,45
107,30,45
108,28,45
109,27,45
110,26,45
