

Time (s)	Laser Channel	Temperature	Aux In	
69.164190	88.000000	0.308746	0.000000
69.169190	88.000000	0.311220	0.000000
69.174190	88.000000	0.310275	0.000000
69.179190	88.000000	0.300879	0.000000
69.184190	88.000000	0.307356	0.000000
69.189190	88.000000	0.298550	0.000000
69.194190	88.000000	0.304739	0.000000
69.199190	88.000000	0.310273	0.000000
69.204190	88.000000	0.305034	0.000000
69.209190	88.000000	0.310277	0.000000
69.214190	88.000000	0.306266	0.000000
69.219190	88.000000	0.315376	0.000000
69.224190	88.000000	0.313993	0.000000
69.229190	88.000000	0.307653	0.000000
69.234190	88.000000	0.299793	0.000000
69.239190	88.000000	0.307504	0.000000
69.244190	88.000000	0.302550	0.000000
69.249190	88.000000	0.315377	0.000000
69.254190	88.000000	0.312610	0.000000
69.259190	88.000000	0.311369	0.000000
69.264190	88.000000	0.303790	0.000000
69.269190	88.000000	0.307504	0.000000
69.274190	88.000000	0.308892	0.000000
69.279190	88.000000	0.315372	0.000000
69.284190	88.000000	0.305028	0.000000
69.289190	88.000000	0.307649	0.000000
69.294190	88.000000	0.308891	0.000000
69.299190	88.000000	0.316762	0.000000
69.304190	88.000000	0.310272	0.000000
69.309190	88.000000	0.309032	0.000000
69.314190	88.000000	0.313051	0.000000
69.319190	88.000000	0.314017	0.000000
69.324190	88.000000	0.304883	0.000000
69.329190	88.000000	0.309982	0.000000
69.334190	88.000000	0.315375	0.000000
69.339190	88.000000	0.311078	0.000000
69.344190	88.000000	0.311364	0.000000
69.349190	88.000000	0.311512	0.000000
69.354190	88.000000	0.309055	0.000000
69.359190	88.000000	0.307504	0.000000
69.364190	88.000000	0.305026	0.000000
69.369190	88.000000	0.309992	0.000000
69.374190	88.000000	0.309981	0.000000
69.379190	88.000000	0.307657	0.000000
69.384190	88.000000	0.311659	0.000000
69.389190	88.000000	0.307504	0.000000
69.394190	88.000000	0.308893	0.000000
69.399190	88.000000	0.309180	0.000000
69.404190	88.000000	0.311659	0.000000
69.409190	88.000000	0.308604	0.000000
69.414190	88.000000	0.310126	0.000000
69.419190	88.000000	0.312896	0.000000
69.424190	88.000000	0.308887	0.000000
69.429190	88.000000	0.303791	0.000000
69.434190	88.000000	0.307652	0.000000
69.439190	88.000000	0.319089	0.000000
69.444190	88.000000	0.310274	0.000000
69.449190	88.000000	0.316617	0.000000
69.454190	88.000000	0.307943	0.000000
69.459190	88.000000	0.318001	0.000000
69.464190	88.000000	0.301310	0.000000
69.469190	88.000000	0.304884	0.000000
69.474190	88.000000	0.310272	0.000000
69.479190	88.000000	0.304887	0.000000
69.484190	88.000000	0.302411	0.000000
69.489190	88.000000	0.304887	0.000000
69.494190	88.000000	0.302408	0.000000
69.499190	88.000000	0.303797	0.000000
69.504190	88.000000	0.302407	0.000000
69.509190	88.000000	0.311515	0.000000
69.514190	88.000000	0.302406	0.000000
69.519190	88.000000	0.301167	0.000000
69.524190	88.000000	0.316762	0.000000
69.529190	88.000000	0.310135	0.000000
69.534190	88.000000	0.307504	0.000000
69.539190	88.000000	0.302410	0.000000
69.544190	88.000000	0.310420	0.000000
69.549190	88.000000	0.312898	0.000000
69.554190	88.000000	0.304883	0.000000
69.559190	88.000000	0.314283	0.000000
69.564190	88.000000	0.303789	0.000000
69.569190	88.000000	0.297025	0.000000
69.574190	88.000000	0.310126	0.000000
69.579190	88.000000	0.310125	0.000000
69.584190	88.000000	0.309181	0.000000
69.589190	88.000000	0.303644	0.000000
69.594190	88.000000	0.320777	0.000000
69.599190	88.000000	0.303934	0.000000
69.604190	88.000000	0.295786	0.000000
69.609190	88.000000	0.295799	0.000000
69.614190	88.000000	0.308888	0.000000
69.619190	88.000000	0.302559	0.000000
69.624190	88.000000	0.315378	0.000000
69.629190	88.000000	0.299790	0.000000
69.634190	88.000000	0.305322	0.000000
69.639190	88.000000	0.301170	0.000000
69.644190	88.000000	0.301168	0.000000
69.649190	88.000000	0.310127	0.000000
69.654190	88.000000	0.314285	0.000000
69.659190	88.000000	0.298691	0.000000
69.664190	88.000000	0.306561	0.000000
69.669190	88.000000	0.310125	0.000000
69.674190	88.000000	0.305171	0.000000
69.679190	88.000000	0.303796	0.000000
69.684190	88.000000	0.302409	0.000000
69.689190	88.000000	0.298840	0.000000
69.694190	88.000000	0.306555	0.000000
69.699190	88.000000	0.307652	0.000000
69.704190	88.000000	0.305041	0.000000
69.709190	88.000000	0.297313	0.000000
69.714190	88.000000	0.307794	0.000000
69.719190	88.000000	0.306418	0.000000
69.724190	88.000000	0.301167	0.000000
69.729190	88.000000	0.311222	0.000000
69.734190	88.000000	0.306555	0.000000
69.739190	88.000000	0.301324	0.000000
69.744190	88.000000	0.305173	0.000000
69.749190	88.000000	0.314137	0.000000
69.754190	88.000000	0.310419	0.000000
69.759190	88.000000	0.302556	0.000000
69.764190	88.000000	0.307799	0.000000
69.769190	88.000000	0.301320	0.000000
69.774190	88.000000	0.311806	0.000000
69.779190	88.000000	0.301323	0.000000
69.784190	88.000000	0.310564	0.000000
69.789190	88.000000	0.302406	0.000000
69.794190	88.000000	0.301168	0.000000
69.799190	88.000000	0.300363	0.000000
69.804190	88.000000	0.303940	0.000000
